Indicator,Location,Period,FactValueNumeric
Age-standardized suicide rates (per 100 000 population),Portugal,2007,13.25
Age-standardized suicide rates (per 100 000 population),Poland,2007,13.27
Age-standardized suicide rates (per 100 000 population),Croatia,2007,13.38
Age-standardized suicide rates (per 100 000 population),Democratic Republic of the Congo,2007,13.42
Age-standardized suicide rates (per 100 000 population),India,2007,13.44
Age-standardized suicide rates (per 100 000 population),Iceland,2007,13.49
Age-standardized suicide rates (per 100 000 population),Bulgaria,2007,13.58
Age-standardized suicide rates (per 100 000 population),Turkmenistan,2007,13.6
Age-standardized suicide rates (per 100 000 population),Rwanda,2007,13.67
Age-standardized suicide rates (per 100 000 population),Nigeria,2007,13.68
Age-standardized suicide rates (per 100 000 population),Kyrgyzstan,2007,13.75
Age-standardized suicide rates (per 100 000 population),Argentina,2007,13.75
Age-standardized suicide rates (per 100 000 population),France,2007,13.78
Age-standardized suicide rates (per 100 000 population),Fiji,2007,13.84
Age-standardized suicide rates (per 100 000 population),Seychelles,2007,13.89
Age-standardized suicide rates (per 100 000 population),Switzerland,2007,13.99
Age-standardized suicide rates (per 100 000 population),Niger,2007,14.05
Age-standardized suicide rates (per 100 000 population),Germany,2007,14.07
Age-standardized suicide rates (per 100 000 population),Equatorial Guinea,2007,14.18
Age-standardized suicide rates (per 100 000 population),Benin,2007,14.34
Age-standardized suicide rates (per 100 000 population),Uzbekistan,2007,14.4
Age-standardized suicide rates (per 100 000 population),Serbia,2007,14.43
Age-standardized suicide rates (per 100 000 population),Ethiopia,2007,14.52
Age-standardized suicide rates (per 100 000 population),Canada,2007,14.72
Age-standardized suicide rates (per 100 000 population),Australia,2007,14.89
Age-standardized suicide rates (per 100 000 population),Haiti,2007,14.89
Age-standardized suicide rates (per 100 000 population),Angola,2007,15.02
Age-standardized suicide rates (per 100 000 population),Norway,2007,15.06
Age-standardized suicide rates (per 100 000 population),Madagascar,2007,15.07
Age-standardized suicide rates (per 100 000 population),Belgium,2007,15.08
Age-standardized suicide rates (per 100 000 population),Mauritius,2007,15.09
Age-standardized suicide rates (per 100 000 population),Samoa,2007,15.1
Age-standardized suicide rates (per 100 000 population),Republic of Moldova,2007,15.28
Age-standardized suicide rates (per 100 000 population),Saint Vincent and the Grenadines,2007,15.33
Age-standardized suicide rates (per 100 000 population),Malawi,2007,15.37
Age-standardized suicide rates (per 100 000 population),Gambia,2007,15.46
Age-standardized suicide rates (per 100 000 population),Guinea-Bissau,2007,15.46
Age-standardized suicide rates (per 100 000 population),Bosnia and Herzegovina,2007,15.48
Age-standardized suicide rates (per 100 000 population),Ecuador,2007,15.61
Age-standardized suicide rates (per 100 000 population),Pakistan,2007,15.63
Age-standardized suicide rates (per 100 000 population),El Salvador,2007,15.72
Age-standardized suicide rates (per 100 000 population),Uruguay,2007,15.79
Age-standardized suicide rates (per 100 000 population),Guyana,2007,15.82
Age-standardized suicide rates (per 100 000 population),Somalia,2007,15.85
Age-standardized suicide rates (per 100 000 population),Burkina Faso,2007,15.89
Age-standardized suicide rates (per 100 000 population),Chad,2007,15.91
Age-standardized suicide rates (per 100 000 population),Gabon,2007,16
Age-standardized suicide rates (per 100 000 population),Sierra Leone,2007,16.11
Age-standardized suicide rates (per 100 000 population),Djibouti,2007,16.13
Age-standardized suicide rates (per 100 000 population),Romania,2007,16.16
Age-standardized suicide rates (per 100 000 population),Cuba,2007,16.22
Age-standardized suicide rates (per 100 000 population),Burundi,2007,16.48
Age-standardized suicide rates (per 100 000 population),Republic of Korea,2007,16.49
Age-standardized suicide rates (per 100 000 population),United Republic of Tanzania,2007,16.51
Age-standardized suicide rates (per 100 000 population),Congo,2007,16.59
Age-standardized suicide rates (per 100 000 population),India,2007,16.69
Age-standardized suicide rates (per 100 000 population),Luxembourg,2007,16.72
Age-standardized suicide rates (per 100 000 population),Sweden,2007,16.76
Age-standardized suicide rates (per 100 000 population),Ireland,2007,16.91
Age-standardized suicide rates (per 100 000 population),Finland,2007,16.98
Age-standardized suicide rates (per 100 000 population),Latvia,2007,17
Age-standardized suicide rates (per 100 000 population),Slovenia,2007,17.02
Age-standardized suicide rates (per 100 000 population),Guinea,2007,17.12
Age-standardized suicide rates (per 100 000 population),Nepal,2007,17.36
Age-standardized suicide rates (per 100 000 population),Estonia,2007,17.47
Age-standardized suicide rates (per 100 000 population),Montenegro,2007,17.57
Age-standardized suicide rates (per 100 000 population),Trinidad and Tobago,2007,17.63
Age-standardized suicide rates (per 100 000 population),Uganda,2007,17.68
Age-standardized suicide rates (per 100 000 population),Guatemala,2007,17.72
Age-standardized suicide rates (per 100 000 population),Chile,2007,17.73
Age-standardized suicide rates (per 100 000 population),United States of America,2007,17.75
Age-standardized suicide rates (per 100 000 population),Botswana,2007,17.81
Age-standardized suicide rates (per 100 000 population),Iceland,2007,17.87
Age-standardized suicide rates (per 100 000 population),Solomon Islands,2007,18.06
Age-standardized suicide rates (per 100 000 population),Cabo Verde,2007,18.15
Age-standardized suicide rates (per 100 000 population),New Zealand,2007,18.23
Age-standardized suicide rates (per 100 000 population),Hungary,2007,18.89
Age-standardized suicide rates (per 100 000 population),Togo,2007,19.05
Age-standardized suicide rates (per 100 000 population),Japan,2007,19.14
Age-standardized suicide rates (per 100 000 population),Austria,2007,19.5
Age-standardized suicide rates (per 100 000 population),Czechia,2007,19.52
Age-standardized suicide rates (per 100 000 population),Switzerland,2007,19.74
Age-standardized suicide rates (per 100 000 population),Zambia,2007,19.84
Age-standardized suicide rates (per 100 000 population),India,2007,19.88
Age-standardized suicide rates (per 100 000 population),Myanmar,2007,2.09
Age-standardized suicide rates (per 100 000 population),Azerbaijan,2007,2.12
Age-standardized suicide rates (per 100 000 population),Italy,2007,2.15
Age-standardized suicide rates (per 100 000 population),Philippines,2007,2.19
Age-standardized suicide rates (per 100 000 population),Brunei Darussalam,2007,2.21
Age-standardized suicide rates (per 100 000 population),Tunisia,2007,2.29
Age-standardized suicide rates (per 100 000 population),Brazil,2007,2.29
Age-standardized suicide rates (per 100 000 population),Timor-Leste,2007,2.31
Age-standardized suicide rates (per 100 000 population),Jordan,2007,2.37
Age-standardized suicide rates (per 100 000 population),Egypt,2007,2.38
Age-standardized suicide rates (per 100 000 population),Paraguay,2007,2.39
Age-standardized suicide rates (per 100 000 population),Armenia,2007,2.41
Age-standardized suicide rates (per 100 000 population),Sao Tome and Principe,2007,2.42
Age-standardized suicide rates (per 100 000 population),Nicaragua,2007,2.42
Age-standardized suicide rates (per 100 000 population),Solomon Islands,2007,2.44
Age-standardized suicide rates (per 100 000 population),Greece,2007,2.45
Age-standardized suicide rates (per 100 000 population),El Salvador,2007,2.49
Age-standardized suicide rates (per 100 000 population),Algeria,2007,2.51
Age-standardized suicide rates (per 100 000 population),Barbados,2007,2.54
Age-standardized suicide rates (per 100 000 population),Qatar,2007,2.59
Age-standardized suicide rates (per 100 000 population),Kuwait,2007,2.59
Age-standardized suicide rates (per 100 000 population),Turkey,2007,2.6
Age-standardized suicide rates (per 100 000 population),Malaysia,2007,2.62
Age-standardized suicide rates (per 100 000 population),Spain,2007,2.67
Age-standardized suicide rates (per 100 000 population),Tajikistan,2007,2.77
Age-standardized suicide rates (per 100 000 population),Peru,2007,2.82
Age-standardized suicide rates (per 100 000 population),Cyprus,2007,2.82
Age-standardized suicide rates (per 100 000 population),Bangladesh,2007,2.83
Age-standardized suicide rates (per 100 000 population),Syrian Arab Republic,2007,2.85
Age-standardized suicide rates (per 100 000 population),Iraq,2007,2.9
Age-standardized suicide rates (per 100 000 population),Nepal,2007,2.9
Age-standardized suicide rates (per 100 000 population),Honduras,2007,2.92
Age-standardized suicide rates (per 100 000 population),United Kingdom of Great Britain and Northern Ireland,2007,2.92
Age-standardized suicide rates (per 100 000 population),Lebanon,2007,2.99
Age-standardized suicide rates (per 100 000 population),Sri Lanka,2007,20.08
Age-standardized suicide rates (per 100 000 population),Equatorial Guinea,2007,20.11
Age-standardized suicide rates (per 100 000 population),Rwanda,2007,20.16
Age-standardized suicide rates (per 100 000 population),Côte d’Ivoire,2007,20.26
Age-standardized suicide rates (per 100 000 population),Cameroon,2007,20.4
Age-standardized suicide rates (per 100 000 population),Ethiopia,2007,20.59
Age-standardized suicide rates (per 100 000 population),Senegal,2007,20.7
Age-standardized suicide rates (per 100 000 population),Eritrea,2007,20.83
Age-standardized suicide rates (per 100 000 population),France,2007,20.99
Age-standardized suicide rates (per 100 000 population),Slovakia,2007,21.08
Age-standardized suicide rates (per 100 000 population),Kenya,2007,21.15
Age-standardized suicide rates (per 100 000 population),Croatia,2007,21.74
Age-standardized suicide rates (per 100 000 population),Mozambique,2007,21.76
Age-standardized suicide rates (per 100 000 population),Zimbabwe,2007,21.79
Age-standardized suicide rates (per 100 000 population),Vanuatu,2007,21.96
Age-standardized suicide rates (per 100 000 population),Samoa,2007,22.12
Age-standardized suicide rates (per 100 000 population),Belgium,2007,22.15
Age-standardized suicide rates (per 100 000 population),Democratic Republic of the Congo,2007,22.21
Age-standardized suicide rates (per 100 000 population),Lesotho,2007,22.43
Age-standardized suicide rates (per 100 000 population),Ghana,2007,22.45
Age-standardized suicide rates (per 100 000 population),Turkmenistan,2007,22.46
Age-standardized suicide rates (per 100 000 population),Serbia,2007,22.63
Age-standardized suicide rates (per 100 000 population),Mongolia,2007,23
Age-standardized suicide rates (per 100 000 population),Benin,2007,23.18
Age-standardized suicide rates (per 100 000 population),Kyrgyzstan,2007,23.18
Age-standardized suicide rates (per 100 000 population),Republic of Korea,2007,23.24
Age-standardized suicide rates (per 100 000 population),Poland,2007,23.56
Age-standardized suicide rates (per 100 000 population),Namibia,2007,23.74
Age-standardized suicide rates (per 100 000 population),Congo,2007,24.2
Age-standardized suicide rates (per 100 000 population),Burundi,2007,24.47
Age-standardized suicide rates (per 100 000 population),Somalia,2007,24.52
Age-standardized suicide rates (per 100 000 population),Chad,2007,24.94
Age-standardized suicide rates (per 100 000 population),Angola,2007,25.24
Age-standardized suicide rates (per 100 000 population),Guinea-Bissau,2007,25.28
Age-standardized suicide rates (per 100 000 population),Uruguay,2007,25.64
Age-standardized suicide rates (per 100 000 population),Finland,2007,26.15
Age-standardized suicide rates (per 100 000 population),Ukraine,2007,26.37
Age-standardized suicide rates (per 100 000 population),Burkina Faso,2007,26.45
Age-standardized suicide rates (per 100 000 population),Malawi,2007,26.57
Age-standardized suicide rates (per 100 000 population),Micronesia (Federated States of),2007,27
Age-standardized suicide rates (per 100 000 population),Suriname,2007,27.01
Age-standardized suicide rates (per 100 000 population),Gabon,2007,27.13
Age-standardized suicide rates (per 100 000 population),Zimbabwe,2007,27.23
Age-standardized suicide rates (per 100 000 population),South Africa,2007,27.42
Age-standardized suicide rates (per 100 000 population),Slovenia,2007,27.42
Age-standardized suicide rates (per 100 000 population),Montenegro,2007,27.5
